risk_id,country,iso3,risk_title,crisis_id,geographic_level,risk_type,date_entered,last_risk_update,published,publication_link,rationale,trigger,exposure,intensity,vulnerability,impact,probability,risk_level,status,_internal_filter_date
R0393,['Ukraine'],['UKR'],"Extreme winter conditions and power supply disruptions lead to the loss of life, increase acute humanitarian needs, and result in protection concerns in Russian-controlled areas and areas of active ground conflict in the southeast.",['UKR002'],Subnational,Marked deterioration in an existing crisis,2022-08-29,2024-06-13T13:54:24.000Z,2022-10-17,https://reliefweb.int/report/world/global-risk-analysis-october-2022,"Rationale:
Since the onset of the Russian invasion of Ukraine in February 2022, the Russian military has damaged or destroyed health, water, and power infrastructures, disrupting critical gas and power supplies in Ukraine’s central, eastern, and southern regions. Damage to water supply systems disrupts running water supply, preventing the use of water heating systems. Access to heating is a pressing concern because the cold season starts mid-October and continues into April. Freezing temperatures can reach − 20° C. The risk of active conflict and extreme constraints in accessing heating services in the oblast triggered the Government of Ukraine to start the mandatory evacuation of at least 200,000 people from Donetsk to safer areas across the country in August. The Government announced further mandatory evacuations in September in parts of Kharkiv, Mykolaiv, and Zaporizhzhia oblasts.
In late August, Russian forces controlled parts of Donetsk, Kharkiv, Kherson, Luhansk, Mykolaiv, and Zaporizhzhia oblasts. Ukraine’s counteroffensive advancements in Kharkiv oblast in September where met with Russia targeting the Kharkiv power grid in retaliation. As there are active hostilities along the eastern and southern frontlines, any changes in areas of control are highly likely to result in the disruption or complete shutdown of more power supplies, including because of direct targeting by the Russian military. Russia also controls the Zaporizhzhia nuclear plant, which produces 20% of Ukraine’s power supply. Humanitarian access to and within Russian-controlled areas is extremely constrained, most likely preventing people living in damaged housing with no heating from getting critical winterisation assistance. The damage to infrastructure seen in newly accessible areas indicates that heating will be an issue as the weather gets colder.

Impact
Many people across Ukraine lack income-generating activities and have depleted their savings because of the conflict, affecting their ability to afford heating sources. The situation is likely to push them to choose between heating their homes and meeting other critical needs. Reduced access to heating is likely to drive more evacuations from areas where power damage cannot be repaired, likely resulting in the increased use of educational facilities for the displaced.
The severity and level of needs are likely to increase in winter in areas of active hostilities, particularly in the Russian-controlled areas with a high level of damage to infrastructure and disruption of access to critical services, including water, health, electricity, and gas. People remaining in those areas and in need of winterisation assistance would likely have to resort to crisis-coping mechanisms, such as selling income-generating assets, or face physical risks and forced displacement by attempting to leave areas under Russian control. People living in damaged housing units or makeshift shelters in Russian-controlled or active conflict areas lack financial resources, heating sources, and shelter insulation materials. This lack significantly exposes them to illness and death, the worsening of health issues, frostbite, and hypothermia. 
This risk would affect everyone who would be exposed to extreme winter conditions. In particular, elderly people, as well as people with chronic illnesses or physical or mental disabilities, are likely to face additional access challenges because of their health, psychological, and mobility needs.

Update: Most recently, Ukraine’s counteroffensive advancements in Kharkiv oblast in September were met with Russia targeting the Kharkiv power grid in retaliation. In October, Russia escalated attacks against the energy infrastructure in Ukraine. Russia also controls the Zaporizhzhia nuclear plant, which produces 20% of Ukraine’s power supply. Humanitarian access to and within Russian-controlled areas is extremely constrained, most likely preventing people living in damaged housing with no heating from getting critical winterisation assistance. The damage to infrastructure seen in newly accessible areas indicates that heating will be an issue as the weather gets colder. The severity and level of needs are likely to increase in winter in areas of active hostilities, particularly in the Russian-controlled areas with a high level of damage to infrastructure and disruption of access to critical services, including water, health, electricity, and gas. 

Risk update: 
This risk has materialised. The Russian military has continued targeting critical civilian infrastructure, with a targeted campaign
on the energy infrastructure since 10 October 2022 (PAX 22/12/2022; GPF 05/12/2022). In newly accessible areas, such as western Kherson oblast, the Russian forces have continued to heavily target civilian infrastructure both before and after their withdrawal in November 2022. This has resulted in displacements or evacuations of the population to safer areas outside Kherson
oblast. The damage to or destruction of civilian infrastructure has also resulted in the deterioration of people’s living conditions, also pushing people to leave Kherson (Politico 27/11/2022). Active ground conflict elsewhere has continued to result in civilian fatalities, displacements and evacuations, and a lack of access to power, heating, water, and basic services. The risk has especially materialised in active fighting hot spots, including frontline areas
near Bakhmut city, in Donetsk oblast, and in Russia-controlled areas, such as Mariupol city in Donetsk oblast (Radio Svoboda 15/12/2022; DW 25/01/2023; WHO 08/02/2023). Humanitarian access to areas outside the Ukraine Government’s control remain extremely constrained, while access to information in and from
areas controlled by the Russian military is blocked (Radio Svoboda 17/02/2023). This prevents humanitarian responders from reaching people in need and limits the possibility of conducting assessments to evaluate the actual scale of needs. The severity of needs is the highest in all areas close to the front line and in areas controlled by the Russian military. OCHA categorises the severity of needs to be ‘catastrophic’ (in Donetsk, Kherson, Luhansk, and
Zaporizhzhia oblasts, the severity corresponds to level five* as per the ACAPS INFORM Global Crisis Severity Index methodology).

","- Conflict dynamics and changes in areas of control.
-Severe winter conditions 
-tendency of targeted attacks on power plants ",">500,000",3,"Elderly, people with chronic diseases and disabilities",5,High,High,Materialised,2024-06-13
R0442,['Libya'],['LBY'],Increased clashes between political rivals lead to a return to civil war and high numbers of displacement.,['LBY001'],National,New emerging risk,2022-09-05,2024-06-13T13:54:24.000Z,,,"In case of further clashes and tensions between political rivals, Libya will likely witness a return to civil war. Following two years of relative peace, clashes erupted in central Tripoli on 26-27 August between armed groups supporting Abdul Hamid Dbeibah (prime minister of the UN-recognised government) and armed groups supporting rival prime minister Fathi Bashagha.
Other factors that can contribute to an increase in clashes and a return to war is the absence of mediation from countries like the US or Europe (whose attention has drifted to other global crises such as tensions with Russia, China, and/or Iran), as well as the increase in global energy prices. It has become an interest for the rival politicians to control Libya and resume a full scale oil export operations, aiming to benefit and accumulate wealth. Lastly, further pressure on prime minister Fathi Bashagha from parties that support him (such as Khalifa Haftar, leader of the LNA) to fight armed groups supporting Dbeibah will likely result in more clashes, with the aim of taking over Tripoli.

Another civil war will likely lead to high displacement levels -especially if clashes happen in densely populated areas- and increase people’s need across all humanitarian sectors (mostly shelter, food, and healthcare). It will affect people who were already displaced before. Infrastructure (roads, hospitals, schools) that were damaged since 2011 are still not repaired fully; a civil war or large scale conflict will further damage infrastructure and stop any repair operations. 

As at December 2023, there are no major clashes reported in Libya that has led to displacement or a return to a civil war.  

Background on clashes in August: An estimated 450 people (65 families) were evacuated from residential areas affected by fighting, and at least 32 people were killed and 159 others injured. Evacuated families are staying with relatives or in camps, and their needs are unknown. Hospitals and medical centres were attacked and damaged in the fighting. Patients ran away from Al-Zawiya Street Hospital into neighbouring houses because of shelling that affected the hospital. Migrants and refugees in two detention centres located in the area suffered from shortages of food and water as the insecurity prevented aid delivery. An unknown number of migrants escaped from the detention centres, and are likely staying outdoors and in unsafe areas.
","- Increased clashes between political rivals.
- Absence of mediation from foreign countries.
-Global increase in oil prices.","250,000-500,000",4,"Having suffered from war and instability since 2011, people’s coping capacities have diminished. A high number of people will likely be affected, especially refugees, migrants, and asylum seekers. The presence of humanitarian organizations will lower the impact but not greatly, as insecurity will affect humanitarian access. ",4,Medium,Medium,Not materialised,2024-06-13
R0443,['Iraq'],['IRQ'],"Inter-Shia conflict in Iraq leads to displacement and increased needs for shelter, food, and healthcare.",['IRQ002'],National,New emerging risk,2022-09-11,2024-06-13T13:54:24.000Z,,,"Iraq has been unable to form a government for almost 11 months now because of a lack of agreement between the Sadrist (political movement led by Muqtada Al Sadr) and the Coalition Framework (led by former PM Nouri Al Maliki), with the first representing himself as a nationalist and the second as an ally of Iran. 

Tensions have reached a peak when Muqtada Al Sadr announced that he was retiring from politics on 29 August. Upon the announcement, his followers and militias protested in the Green Zone, stormed the parliament building, and clashed with militias linked to the Coalition Framework. At least 30 people were killed and 300 injured.

Following a religious Shia pilgrimage on 17 September, it is likely that the two groups will aim to resolve this conflict either by reaching a political deal or engaging in an inter-Shia conflict, with the latter being slightly more likely to happen. Due to the global energy crisis and Iraq being one of the richest countries in oil, the pressure to form a government and appoint a prime minister is becoming more significant to improve the country’s economy. 

In case of a conflict, clashes between militias will likely increase, and it will likely be outside the Green Zone. Civilians, some of whom are either IDPs or returnees, will be displaced again. They will likely need shelters, food, and healthcare services for injured people.
","-A 10-month deadlock in forming a government.
-Schism and lack of agreement between two main Shia groups.
-Global energy crisis and increased pressure to export oil.
","20,000-100,000",2,"People’s coping capacities have been exhausted following years of conflict, drought, the COVID-19 pandemic, and the impact of the war in Ukraine on grains availability. ",3,Low,Medium,Not materialised,2024-06-13
R0445,['Tunisia'],['TUN'],"Further economic distress and social unrest lead to more needs for livelihoods, healthcare, and education and an increase in migration in the Central Mediterranean route.",['TUN002'],National,Marked deterioration in an existing crisis,2022-10-03,2024-06-13T13:54:29.000Z,,,"Inflation, rising prices, and political and social instability will likely increase unemployment needs, further challenge access to healthcare and education and drive more Tunisians to migrate to Europe. 

More than four million Tunisians are already living in poverty or are at risk of poverty in 2022, while unemployment rates reached 15% in June. Tunisians reportedly have faced difficulties accessing healthcare, education, and transport services, which will likely deteriorate in case of a socio-economic crisis. The number of Tunisians arriving in Italy from the Central Mediterranean migration route over January-August was 23% higher than in January-August 2021. Tunisians are currently the most represented nationality among migrants who arrive to Italy from the Central Mediterranean migration route, making up about 22% of the arrivals between January – August 2022. The majority of Tunisian migrants are young unemployed men (ages 18-35), and they seek job opportunities in Europe. Unemployment rates in June were 15%; however, it is an improvement from January 2022 and June 2021, both at 18%. Travelling through sea exposes them to safety and protection concerns. 

Tunisia has been experiencing a political crisis since President Kais Saied announced dismissing the government and freezing the parliament on 25 July 2021. As this decision was considered “undemocratic” and a “self-coup” by human rights groups, the country’s foreign reserves were affected. Tunisia has been trying to get a loan from the IMF and other international money lenders to avoid an economic crisis. However, because of the political situation, the deals have been delayed, resulting in lack of foreign exchange currency and the government’s inability to import goods. The impact of the war in Ukraine and the increase in global prices of grains and energy have also aggravated the economic distress facing the country. 

Shortages in commodities such as sugar, milk, butter, cooking oil, and rice were reported since at least the beginning of September. The inflation rate reached 9% in September, up from 7% in February and 6% in September 2021. Hundreds of people protested on 25 September in Tunisia city because of inflation and rising prices of food.

Despite an improvement in Tourism revenues (growing by 80% as at August 2022 compared to August 2021) and closing some deals with international lenders such as Japan (with a 100 million dollars grant), inflation rates and lack of foreign currency will likely persist, leading to more demonstrations and riots across the country and driving more young people to migrate. The parliamentary elections are scheduled for 17 December 2022, and will likely cause more social unrest if opposition groups consider it corrupt elections.

Update:  Tunisia’s government had two rounds of the parliamentary elections (in December 2022 and January 2023) that had a very low turnout (less than 11%), increasing political instability. By the end of 2022, the number of Tunisian migrants who reached Italy was nearly 20,000 migrants, up from 15,000 in 2021","-Political crisis
-Inflation 
-Lack of foreign currency
-high unemployment rates
-Lack of commodities in markets
-Parliamentary elections on 17 December 2022
-The disruption of the supply chain following war in Ukraine ",">500,000",3,"People in general have medium to good coping capacities as the country does not have high vulnerabilities such as an active conflict or natural disasters. However, the group of people who tend to migrate are usually economically marginalized families, often with limited education and few job prospects.",4,Low,Medium,Materialised,2024-06-13
R0450,['Afghanistan'],['AFG'],A drastic decrease in purchasing power reduce people's purchasing power and push them to adopt negative coping mechanisms.,['AFG001'],National,Marked deterioration in an existing crisis,2022-10-16,2024-06-13T13:54:27.000Z,2022-12-30,https://www.acaps.org/sites/acaps/files/products/files/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"UPDATED RISK 
Imports and exports remain stable, with no increases in domestic prices since September. While sanctions remain, efforts to mitigate the effect on the general population continue. Prices have continued to rise, and the seasonal decline in casual labour has started to reduce purchasing power for many, causing more people to adopt negative coping mechanisms. While a drastic decrease in purchasing power has not yet occurred, the risk remains high and is expected to materialise (at least temporarily) over winter in areas subject to high snowfall, where road closures will cause a further increase in domestic prices.","-Increased international prices of food and fuel.
-Border closures.
-Fear of shortages in supplier countries.
-Drop in Taliban government revenues.
-Tightening of sanctions in Afghanistan caused by terrorist incidents originating in Afghanistan.",,The urban poor depending on daily wage jobs and spending most of their meagre earnings on essential items are more vulnerable to inflation than other groups. A  decrease in purchasing power would further increase debt and the use of extreme coping mechanisms.,"The winter season, during which casual labour opportunities decrease and heating costs and health issues increase, always presents a challenge for
poorer households. ",4,High,High,Active,2024-06-13
R0451,['Afghanistan'],['AFG'],Ineffective emergency response to sudden-onset disasters leave people without or with limited assistance.,['AFG001'],National,New emerging risk,2022-10-16,2024-06-13T13:54:30.000Z,2022-12-30,https://www.acaps.org/sites/acaps/files/products/files/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"UPDATED RISK 
Probability: increasing 
The Taliban national response capacity is not expected to decrease further, but recent attacks on foreign businesses in Kabul have caused international humanitarian organisations to increase security measures, which reduces emergency response capacity. An attack on a humanitarian organisation would reduce response capacity further. The recent ban on women
working in NGOs has led to several international organisations suspending operations. If this ban remains in place, effective emergency response will be extremely challenging. ","Replacement of government staff by the Taliban. 
Drop in Taliban Revenue.
Increased bureaucratic delays to programming.
Increased needs.",,"The recurrence of natural disasters and the authorities’ inability to provide timely and adequate response over time erode the coping abilities of communities and individuals. A rise in unmet humanitarian needs will lead people to adopt negative coping mechanisms. At the same time, those unable to support themselves and their families are likely to displace to urban centres in search of work.","People living in disaster-prone areas – in the mountainous areas of the central and northeast regions, in non-standard houses made of mud, or near rivers or mountains – are more vulnerable to natural disasters. A lack of adequate shelter is also likely to increase protection needs, as people find themselves in overcrowded emergency locations.",4,High,High,Active,2024-06-13
R0452,['Afghanistan'],['AFG'],The failure of government bureaucracy leads to a collapse of service provision and public salary payments.,['AFG001'],National,Marked deterioration in an existing crisis,2022-10-16,2024-06-13T13:54:31.000Z,2022-12-30,https://www.acaps.org/sites/acaps/files/products/files/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"UDATED RISK 
Probability: decreasing 

The replacement of key technical staff in the government seems to have slowed, with most recent Taliban appointees shadowing rather than replacing existing staff. The government and its administration have proven more resilient than anticipated. Existing constraints remain, and while the Taliban understand the need for technical capacities in many areas, policymaking is increasingly driven by their interpretation of Shari’a law. The probability of a complete collapse has reduced as the Taliban are prioritising many areas of governance, including security, paying government officials, and revenue collection. The priority remains on security, justice, and policing public morality – as the hardliners strengthen their position within the movement – rather than service delivery.","-Replacement of bureaucratic staff by the Taliban.
-Drop in Taliban revenues",,"Increased government mismanagement will provide an environment for low-level corruption and nepotism to prosper and result in the failure of state institutions to provide key services, possibly including paying salaries. 
The inability to issue travel-related documents and tazkera would likely create
difficulties for people seeking services in the country.",The existing system is already corrupt.,2,Medium,Medium,Active,2024-06-13
R0454,['Afghanistan'],['AFG'],There is increased Taliban interference in humanitarian programming or attempts to divert aid.,['AFG001'],Subnational,New emerging risk,2022-10-16,2024-06-13T13:54:31.000Z,2022-12-30,https://www.acaps.org/sites/acaps/files/products/files/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"UPDATED RISK 
This risk has materialised with the Taliban’s decision on 24 December to ban women from working for NGOs, which severely restricts the delivery of humanitarian assistance across the country. Prior to this, Taliban authorities had been introducing regulations to increase oversight of humanitarian organisations’ operations and ensure financial compliance, increasing the bureaucratic burden on NGOs. Until the latest announcement, coordination
with Taliban authorities had been viewed positively, although with significant regional variations. Even if a compromise on the employment of women at NGOs is reached, enabling organisations to resume operations, the disruption to aid provision will have been significant.","-Replacement of bureaucratic staff by the Taliban.
-Increased lack of coordination between govts department.
-Increased bureaucratic processes.
-Deterioration in international relations with the Taliban.",,"Taliban interference with aid operations and the consequent inability of aid organisations to deliver on their commitments could directly lead to a reduction in aid delivery, donor disengagement, or the prioritisation of Taliban-preferred programming, such as food distribution, healthcare services, and WASH services. This reprioritisation of aid would result in millions of people receiving reduced assistance or the halting of programming facing the
most Taliban interference (most likely protection- or education-related). ",24 million people in Afghanistan are in need of humanitarian assistance.,5,Medium,Medium,Materialised,2024-06-13
R0456,['Afghanistan'],['AFG'],International or regional conflict causes displacement and reduced access to humanitarian services.,['AFG001'],Subnational,New emerging risk,2022-10-16,2024-06-13T13:54:31.000Z,2022-12-30,https://www.acaps.org/sites/acaps/files/products/files/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"UPDATED RISK 
Probability: decreasing

While internal conflict has continued and border conflict increased, the probability of a regional or international conflict has reduced slightly as the Taliban have re-engaged with the international community in Doha (Qatar). Tensions with the international community remain and are likely to intensify as the Taliban enforce increasingly restrictive measures, such as
the recent decision to ban women from attending university. Domestic protests and harsh Taliban reactions can be expected to increase, further fuelling tensions with the international community, but will likely not result in violent international conflict. That said, increased Tehrik-e Taliban Pakistan activities may create tension with Pakistan.","-Deterioration in bilateral relations.
-Increased activity of foreign groups based in Afghanistan.
-Armed attacks in Europe or US linked to groups based/linked to Afghanistan 
- Increased activity of Al Qaeda or its leaders.
-Breakdown in relationships with the Taliban.",,"A breakdown in relations with neighbouring countries would lead to reduced engagement on political and practical levels. The reduced engagement
would interrupt electricity from Uzbekistan and disrupt exports to and transit trade via neighbouring countries. The net effect would be the reduced availability and higher prices of essential goods and services. Tougher border restrictions would aggravate challenges that Afghans travelling for business and those seeking to flee the country face.","While domestic conflict usually decreases during winter, external factors pose a threat to Afghanistan’s stability. At the regional level, relations between Afghanistan and its neighbours have been uncertain and problematic at times. Border conflict incidents have been reported with Iran, Pakistan, Tajikistan, and Uzbekistan. Militant groups active in these countries are also believed to be present in Afghanistan.",2,Low,Medium,Active,2024-06-13
R0458,['Afghanistan'],['AFG'],A severe loss of livestock during winter results in the loss of income for pastoralist households and reduced food availability.,['AFG001'],Subnational,New emerging risk,2022-10-16,2024-06-13T13:54:31.000Z,2023-01-30,https://www.acaps.org/fileadmin/Data_Product/Main_media/20230102_acaps_afghanistan_analysis_hub_risk_update_december_2022.pdf,"is expected to materialise (at least temporarily) over winter in areas subject to high snowfall,","-Poor quality of vaccines or lack of vaccines for livestock.
-Shortage of vaccinators.
-Lack of staffing.
-Low purchasing capacity of livestock owners.
-Current drought.",,3 ,"The excess loss of livestock is more likely to affect the Kuchi nomads and other seminomadic pastoralists in the provinces of Ghazni, Kabul, Kandahar, and Zabul, as animals are their only source of income. 
As women are a very important part of livestock production, should the risk materialise, women’s incomes would significantly decrease, affecting their and their families’ access to food, water, health services, and other basic goods and services. ",3,Low,Medium,Active,2024-06-13
R0459,['Sudan'],['SDN'],"Increased intercommunal clashes in Blue Nile state lead to displacement and more needs for shelter, healthcare, and legal documentation.",['SDN001'],Subnational,New emerging risk,2022-10-18,2024-06-13T13:54:31.000Z,2022-10-17,https://www.acaps.org/sites/acaps/files/products/files/20221017_acaps_global_analysis_hub_risk_report_october_2022.pdf,"Tensions have been increasing between the Hausa tribe and other tribes (such as the Fung, Berti, and Hamaj) in Blue Nile state since January, when Hausa celebrated creating their own emirate in the state and started requesting to be part of the Blue Nile Native Administration to achieve governmental recognition. The administration already includes representatives of other Blue Nile tribes. Other factors contributing to the increase in tensions are related to origins: Hausa migrated hundreds of years ago from West Africa but are still perceived by other groups as ‘guests’ and not natives of Blue Nile state. For such reasons, the native administration has not welcomed Hausa’s request to be included. Tensions peaked in mid-July when a land dispute between members of Hausa and Fung tribes escalated into armed clashes, displacing over 37,000 people mostly from Hausa tribe.

Increased ethnic tensions and Hausa returns in some areas would likely drive further intercommunal clashes in Blue Nile. Hausa households would likely face forced evacuation out of Blue Nile. Since mid-July, there has been an increase in hate speech on social media by other tribes’ community leaders intending to mobilise people against Hausa. A dispute over access to markets between an IDP returnee Hausa and Aj Jabalaween tribe member on 14 August resulted in one death and six injuries, indicating the continuation of tribal tensions. On 1 September, clashes erupted between Hausa and Hamaj tribes after recently displaced Hausa attempted to return to their homes in Blue Nile, displacing 66,000 people mostly into Sennar state.

Based on previous events of intercommunal violence, increased clashes in Blue Nile would likely displace up to 100,000 people in the next six months. However, some would likely be temporary displacements. As observed during July clashes, shelter needs for the displaced and healthcare needs for the injured are expected to be high for the affected population. Displaced families would likely stay in public buildings, such as schools; the start of the school year on 2 October would result in limited shelter options and increased shelter needs for displaced Hausa families. Evacuated and displaced Hausa people would likely seek shelter in Sennar and Aj Jazira states – as during previous displacement events – and unite with other Hausa tribes residing in those two states. This movement has the potential to increase tensions in Sennar and Aj Jazira between Hausa and other tribes, representing an extension of the tribal tensions and clashes in Blue Nile.

The response capacity of healthcare facilities, such as the Ed Damazine hospital, is limited owing to a lack of medical supplies and staff. This limitation increases needs for healthcare services to treat injured people in case of armed clashes.  Assistance to obtain legal documentation, such as identification cards, for the displaced could be needed. Media reporting indicated that there were calls by other tribes to strip away the identification cards of displaced people in July to indicate that they were not Blue Nile citizens.

Update: The risk has largely materialised in terms of increased clashes, displacement, and needs as intercommunal clashes continued to target the Hausa tribe. Between July 2022 – January 2023, Blue Nile state has recorded the highest number of displacements across Sudan because of intercommunal conflict. Nearly 120,000 people have been displaced, including 97,000 who are displaced within Blue Nile and 17,600 fled to White Nile state. The displaced need food, health, nutrition, protection, shelter, education, and WASH support. The risk suggested more than 100,000 people would likely be displaced from Blue Nile.  

Clashes kept taking place since July between armed Hausa tribe members and armed men from other tribes (including from the Hamaj, Berta, Masalit, Funj, and Gumuz tribes) in many areas of Blue Nile state, especially in Ar Rusayris and Wad Al Mahi localities. Reasons for many of the clashes include disputes following Hausa trying to access  markets or their land, and escalations of sporadic attacks targeting Hausa tribe members while travelling between localities in Blue Nile. Some of the people displaced outside of Blue Nile are reportedly experiencing severe food insecurity, driving them to return to Blue Nile despite lack of security.","- Increased tensions between Hausa and other tribes over governmental representation. 
- Evacuations of Hausa out of Blue Nile.
- Preventing Hausa IDPs from returning to Blue Nile. ","100,000-250,000",3,"Displaced people have the capacity to move to neighbouring states, such as Sennar, to stay with relatives. Disruption to their livelihoods increases their vulnerability. ",2,High,High,Materialised,2024-06-13
R0460,['Mauritania'],['MRT'],"Rising food and fuel prices worsen socioeconomic instability and ethnic tensions, leading to social unrest and food and livelihood needs.",,National,New emerging risk,2022-10-18,2024-06-13T13:54:31.000Z,2022-10-17,https://www.acaps.org/sites/acaps/files/products/files/20221017_acaps_global_analysis_hub_risk_report_october_2022.pdf,"Three main ethnic groups make up Mauritania’s population: the Black Africans, the Black Moors (the Haratin), and the White Moors (the Bidhan). At times, differences in the social and political roles that these groups occupy have resulted in socioeconomic divisions, triggering protests. Since at least the 1960s, tensions have existed between the three groups, mainly because the Bidhan hold the most political positions among them. A rise in the cost of living, a decline in hard currency, the possible devaluation of the Mauritanian ouguiya (the local currency), and a prolonged period of drought since 2019 would likely further worsen social (including ethnic) tensions, leading to social unrest.  The prices of basic commodities, such as sorghum, maize, and wheat, have been increasing since at least July 2021. Year-on-year food inflation and overall inflation rates driven by debt distress and the global inflation of energy and food prices are at their highest compared to a ten-year rate, reaching 16% and 6.9%, respectively, in June. The increase in commodity prices is expected to continue in an upward trend until at least January 2023. Media reports indicate that parts of the population are frustrated with how the (mostly Bidhan) Government is managing the country’s economy, as well as the increased corruption of officials. In July, the Government increased fuel prices by 30% following the global increase in oil prices, triggering demonstrations led by opposition groups. The police used force to stop the demonstrations.

About 17% (770,000) of Mauritania’s population live below the extreme poverty line. They would likely be the most affected by the increasing cost of living, social and ethnic tensions, and socioeconomic instability, possibly leading to violent demonstrations and riots. Their needs for food, malnutrition response, and livelihood assistance would likely increase. More than half of the people in Mauritania work in agriculture-related activities, such as farming and herding. Three years of drought and increased fertiliser and feed prices have already been affecting them since 2019. Social instability and potential riots across the country would likely further challenge agricultural activities, disrupt livelihoods, and increase livelihood needs. Food needs would likely increase with the current rise in commodity prices. Social instability and its impact on livelihoods would also aggravate food needs. Already, an additional 310,000 people are expected to be food-insecure by December 2022, making about 23% of the country’s total population food-insecure compared to 15% between March–May.

Update: The risk has not materialised as inflation rates reached a peak in October (12.7%) and started to improve since then. Inflation rates in January dropped to 10.3%. There has been no major change in the food security levels as it remained in Stressed (IPC Phase 2). Because of high inflation and the rising prices of some food items, some people resorted to markets to meet their food needs. The harvest season between October – December was generally good. There is no indication that the local currency of Mauritania (ouguiya) has seen any further depreciation. There is also no indication of a social unrest as well. Prices of some food items continue to rise as at February 2023, as the risk suggested. These food items include fruits and vegetable (tomatoes, potatoes and onions), milk, cheese, eggs, fish, seafood, and cooking oils. As for food inflation rates, they have reached a peak in July 2022 (17.4%). Between August 2022 – January 2023, food inflation rates have been increasing from 11.8% - 15.9%.","- Tension between the three main ethnic groups.
- Increase cost of living
- Discontent towards the government's mismanagement of economy
- Debt distress",">500,000",2,"About 17% of the population already live below extreme poverty line. People have also been dealing with three years of drought, so their access to food and livelihood is already impacted.",2,Medium,Medium,Not materialised,2024-06-13
R0461,"['Mexico', 'Honduras', 'Haiti']","['MEX', 'HND', 'HTI']",An increase in the number of Haitian and Salvadoran migrants and asylum seekers in Mexico seeking to reach the US causes a deterioration of needs at the southern border.,"['MEX001', 'HND001', 'HTI001']",Regional,Marked deterioration in an existing crisis,2022-10-18,2024-06-13T13:54:31.000Z,2022-10-17,https://www.acaps.org/country/world/special-reports#container-1822,"The increase in the number of migrants and asylum seekers in need of assistance in Tapachula overwhelms the administrative capacity of Mexican authorities to provide permits allowing them to move and access goods and services (food, health, education, work programmes). These mobility restrictions also mean they are unable to access humanitarian aid in other cities in Mexico. This will likely result in a high number of migrants and asylum seekers stranded in Tapachula in need of humanitarian assistance. Owing to increased migration flows into Tapachula, the demand for jobs and lack of work opportunities — already decreased by business closures and inflation due to COVID-19 – will deteriorate access to income for the host community and migrants. The worsening of this crisis in Mexico, and particularly in Tapachula, will boost the number of ‘caravans’ of people seeking to reach the United States or other Mexican cities. Protection needs are likely to rise, as people transiting Mexico have experienced xenophobia, excessive use of force by authorities, and enforced disappearance, killings and robberies by armed gangs.","-In El Salvador, a deterioration is expected in the coming months related to a state of emergency — established in mid-May as a way to limit criminal gangs’ activity and extended for the fifth time on 16 August — and economic instability
-In Haiti, gang control has spread since last year’s assassination of Prime Minister Jovenel Möise, leading to increased protection threats for the population and severe humanitarian access challenges
-In the next six months, if the situation in El Salvador and Haiti further deteriorates, it will likely increase mixed migration to Mexico through the southern border, mainly through Tapachula city.  
","20,000-100,000","3
","The increase in the number of migrants and asylum seekers in need of assistance in Tapachula overwhelms the administrative capacity of Mexican authorities to provide permits allowing them to move and access goods and services (food, health, education, work programmes). These mobility restrictions also mean they are unable to access humanitarian aid in other cities in Mexico ",3,Medium,Medium,Materialised,2024-06-13
R0462,['DRC'],['COD'],The intensification of anti-MONUSCO demonstrations leads to recurrent suspensions of humanitarian activities and the inability to meet humanitarian needs for the affected population.,['COD001'],Subnational,New emerging risk,2022-11-03,2024-06-13T13:54:31.000Z,,,"It is likely that calls for the withdrawal of MONUSCO from politics and civil society actors will increase since the security situation continues to deteriorate, particularly in North Kivu. As the withdrawal of MONUSCO from Butembo town is seen as a victory for many actors hostile to the presence of MONUSCO, more demonstrations in other cities are expected in the coming months. MONUSCO staff is likely to be evacuated from several towns and the activities of the UN force severely disrupted. The hostility of the demonstrators will make the security situation volatile and prevent the activities of many humanitarian organisations. An increase in insecurity is expected in areas where MONUSCO will no longer be present. Food assistance, WASH and protection will be among the most urgent needs for the populations affected by the temporary interruptions of activities.",The M23 expanding its area of influence; increase in population displacementa; withdrawal of MONUSCO from some towns in eastern DRC ,"20,000-100,000",2,Thousands of people are affected by insecurity in eastern DRC. The needs of these people who depend on humanitarian assistance are likely to worsen due to the recurrent interruptions in humanitarian operations.,2,Low,Medium,Active,2024-06-13
